WHOSE BROAD STRIPES AND BRIGHT STARS,Quotation,5/22/96 (#2518),R3
BELGIUM,Place,5/22/96 (#2518),BR
BIZARRE SERIES OF EVENTS,Phrase,5/23/96 (#2519),R1
CHOCOLATE LAYER CAKE,Thing,5/23/96 (#2519),R2
FRED &amp; WILMA FLINTSTONE'S HOMETOWN<br/><i>(Bedrock)</i,Clue,5/23/96 (#2519),R3^
MY CUP RUNNETH OVER THE RAINBOW,Before &amp; After,5/23/96 (#2519),R4
FIRM GRASP,Thing,5/23/96 (#2519),BR
RETURNING CHAMPION,Person,5/24/96 (#2520),R1
WITH LIBERTY AND JUSTICE FOR ALL,Quotation,5/24/96 (#2520),R2
SECRETARY OF THE INTERIOR DECORATOR,Before &amp; After,5/24/96 (#2520),R3
TRIVIA QUESTIONS,Things,5/24/96 (#2520),R4
BROOK,Place,5/24/96 (#2520),BR
TEMPTING OFFER,Thing,9/2/96 (#2536),R1
GEORGE JANE JUDY &amp; ELROY JETSON,Fictional Characters,9/2/96 (#2536),R2
CROCHETED BLANKET STATEMENT,Before &amp; After,9/2/96 (#2536),R3
I NEVER FORGET A FACE,Phrase,9/2/96 (#2536),R4
HANDBOOK,Thing,9/2/96 (#2536),BR
THE DRIVING FORCE,Phrase,9/3/96 (#2537),R1
U.S. GYMNASTS EARN OLYMPIC GOLD,Headline,9/3/96 (#2537),R2
LIPSTICK MASCARA POWDER &amp; BLUSH,Things,9/3/96 (#2537),R3
SALLY FIELD OF DREAMS,Before &amp; After,9/3/96 (#2537),R4
PIANO,Thing,9/3/96 (#2537),BR
HOTEL ROOM,Place,9/12/96 (#2544),R1
? SNYDER ? THUMB ? AND JERRY<br/><i>(Tom)</i,Fill in the Blank,9/12/96 (#2544),R2^
NUCLEAR SUBMARINE SANDWICH,Before &amp; After,9/12/96 (#2544),R3
GANDER GOOSE &amp; GOSLING,Things,9/12/96 (#2544),R4
FORMAT,Thing,9/12/96 (#2544),BR
DON'T TAKE IT TO HEART,Phrase,9/16/96 (#2546),R1
LOU GRANT MARY RICHARDS &amp; RHODA MORGENSTERN,Classic TV,9/16/96 (#2546),R2
AEROSOL CAN OF BEANS,Before &amp; After,9/16/96 (#2546),R3
HE VEHEMENTLY DENIED IT,Phrase,9/16/96 (#2546),R4
HUNCH,Thing,9/16/96 (#2546),BR
SUBTLE DISTINCTION,Phrase,9/25/96 (#2553),R1
DOLE PICKS JACK KEMP AS RUNNING MATE,Headline,9/25/96 (#2553),R2
NAOMI WYNONNA &amp; ASHLEY JUDD,Family,9/25/96 (#2553),R3
GLASGOW SCOTLAND,Place,9/25/96 (#2553),R4
UNIFORM,Thing,9/25/96 (#2553),BR
BUSTLING WITH AUTHORITY,Phrase,10/7/96 (#2561),R1
JOHNNY'S TONIGHT SHOW FAREWELL<br/><i>(Year of Event: 1991? <b>1992</b>? 1993?)</i,Show Biz,10/7/96 (#2561),R2^
LANDMARK SUPREME COURT DECISION,Even,10/7/96 (#2561),R3
ROCK STAR'S GROUPIES,People,10/7/96 (#2561),R4
VALVE,Thing,10/7/96 (#2561),BR
JUST USE YOUR IMAGINATION,Phrase,10/11/96 (#2565),R1
A TIME TO KILL BY JOHN GRISHAM,Title/Author,10/11/96 (#2565),R2
WHOLE HALF &amp; QUARTER NOTES,Things,10/11/96 (#2565),R3
CHROME BUMPER CROP,Before &amp; After,10/11/96 (#2565),R4
NUCLEAR PHYSICIST,Occupation,10/11/96 (#2565),R5
CAPTION,Thing,10/11/96 (#2565),BR
PINCH ME I MUST BE DREAMING,Phrase,10/29/96 (#2577),R1
MORTICIA GOMEZ PUGSLEY &amp; WEDNESDAY ADDAMS,Classic TV,10/29/96 (#2577),R2
VOLUPTUOUS FIGURE OF SPEECH,Before &amp; After,10/29/96 (#2577),R3
JET-BLACK HAIR,Thing,10/29/96 (#2577),R4
TOPIC,Thing,10/29/96 (#2577),BR
LIGHTNING ROD STEWART,Before &amp; After,11/19/96 (#2592),R1
QUASIMODO THE HUNCHBACK OF NOTRE DAME,Fictional Character,11/19/96 (#2592),R2
DISCOVERY OF GOLD AT SMUTTER'S MILL,Even,11/19/96 (#2592),R3
HEISMAN TROPHY WINNER,Person,11/19/96 (#2592),R4
PUMPKIN PIE,Thing,11/19/96 (#2592),BR
TERI HATCHER AS LOIS LANE,Star &amp; Role,11/21/96 (#2594),R1
BANK OF AMERICA THE BEAUTIFUL,Before &amp; After,11/21/96 (#2594),R2
EARNING A MASTER'S DEGREE,Even,11/21/96 (#2594),R3
UNIVERSITY CHANCELLOR,Occupation,11/21/96 (#2594),R4
SYNONYM,Thing,11/21/96 (#2594),BR
HOW LUCKY CAN YOU GET,Phrase,11/22/96 (#2595),R1
EDDIE VAN HALEN &amp; VELERIE BERTINELLI,Husband &amp; Wife,11/22/96 (#2595),R2
THE ODYSSEY BY HOMER SIMPSON,Before &amp; After,11/22/96 (#2595),R3
FLAWLESS COMPLEXION,Thing,11/22/96 (#2595),R4
JUNIORS,People,11/22/96 (#2595),BR
FIRST DAY OF WINTER,Even,12/3/96 (#2602),R1
THE NUTTY PROFESSOR HENRY HIGGINS,Before &amp; After,12/3/96 (#2602),R2
DOUBLE-BREASTED TWEED JACKET,Thing,12/3/96 (#2602),R3
NORTH &amp; TELEPHONE POLE,Same Name,12/3/96 (#2602),R4
JAMES CAAN,Proper Name,12/3/96 (#2602),BR
JINGLE-BELL ROCK,Title,12/18/96 (#2613),R1
? TIME ? FIGURE ? KNOWS BEST<br/><i>(Father)</i,Fill in the Blank,12/18/96 (#2613),R2^
TED DANSON &amp; MARY STEENBURGEN,Husband &amp; Wife,12/18/96 (#2613),R3
SQUEAL WITH DELIGHT,Phrase,12/18/96 (#2613),R4
FINAL OFFER,Thing,12/18/96 (#2613),BR
MOOD RINGS &amp; PET ROCKS,The 70's,12/27/96 (#2620),R1
GARRY SHANDLING AS LARRY SANDERS,Star &amp; Role,12/27/96 (#2620),R2
I KNEW YOU WERE GOING TO SAY THAT,Phrase,12/27/96 (#2620),R3
CATALYTIC CONVERTER,Thing,12/27/96 (#2620),R4
GINGHAM,Thing,12/27/96 (#2620),BR
COACH STAR CRAIG T. NELSON,Show Biz,1/9/97 (#2624),R1
? CITIES ? BROTHER ? -ENGINE AIRPLANE<br/><i>(Twin)</i,Fill in the Blank,1/9/97 (#2624),R2^
UNITED NATIONS GENERAL ASSEMBLY,Proper Name,1/9/97 (#2624),R3
WINDOW OF OPPORTUNITY,Phrase,1/9/97 (#2624),R4
AUTOGRAPH,Thing,1/9/97 (#2624),BR
SEALED WITH A KISS,Phrase,1/13/97 (#2626),R1
HIGH-PITCHED INSTRUMENT OR A WINEGLASS<br/><i>(Flute)</i,Clue,1/13/97 (#2626),R2^
SPEAKING OUT OF TURN SIGNAL,Before &amp; After,1/13/97 (#2626),R3
THAI RESTAURANT,Place,1/13/97 (#2626),R4
ALBANY,Place,1/13/97 (#2626),BR
SERGEANT AT ARMS,Person,1/16/97 (#2629),R1
I'M TED KOPPEL AND THIS IS NIGHTLINE,Quotation,1/16/97 (#2629),R2
JOHNNY CASH CHECK OR CHARGE,Before &amp; After,1/16/97 (#2629),R3
SIOUX FALLS SOUTH DAKOTA,Place,1/16/97 (#2629),R4
COMPUTER GLITCH,Thing,1/16/97 (#2629),R5
GLAZED HAM,Thing,1/16/97 (#2629),BR
STRIKES THE RIGHT CHORD,Phrase,2/3/97 (#2641),R1
WHEN YOU CARE ENOUGH TO SEND THE VERY BEST<br/><i>(Hallmark)</i,Slogan,2/3/97 (#2641),R2^
ROBERT WAGNER &amp; JILL ST. JOHN,Husband &amp; Wife,2/3/97 (#2641),R3
LOVE HANDLES,Phrase,2/3/97 (#2641),R4
VIDEO,Thing,2/3/97 (#2641),BR
ONE FINE DAY,Title,2/11/97 (#2647),R1
? CHANNEL ? MUFFIN ? TEACHER<br/><i>(English)</i,Fill in the Blank,2/11/97 (#2647),R2^
ROMANCE NOVELIST DANIELLE STEEL,Proper Name,2/11/97 (#2647),R3
WILL YOU BE MY VALENTINE,Phrase,2/11/97 (#2647),R4
CHIFFON,Thing,2/11/97 (#2647),BR
BEAMING WITH PRIDE,Phrase,2/18/97 (#2652),R1
OPEN WIDE BITE DOWN RINSE &amp; SPIT<br/><i>(Dentist's Office)</i,Where Are We?,2/18/97 (#2652),R2^
JUMP FOR JOY DISHWASHING LIQUID,Before &amp; After,2/18/97 (#2652),R3
FREE REFILLS,Things,2/18/97 (#2652),R4
BILLBOARD,Thing,2/18/97 (#2652),BR
IRISH &amp; JET SETTER,Same Name,2/21/97 (#2655),R1
MYTHOLOGICAL BIRD RISING FROM ASHES<br/><i>(Phoenix)</i,Clue,2/21/97 (#2655),R2^
SOMEWHERE OVER THE RAINBOW TROUT,Before &amp; After,2/21/97 (#2655),R3
HISTORY REPEATS ITSELF,Phrase,2/21/97 (#2655),R4
POUND SIGN,Thing,2/21/97 (#2655),BR
VALENCIA SPAIN,Place,2/24/97 (#2656),R1
GETTING A STAR ON HOLLYWOOD'S WALK OF FAME,Show Biz,2/24/97 (#2656),R2
I'LL CALL YOU RIGHT BACK RUB,Before &amp; After,2/24/97 (#2656),R3
PREGNANT PAUSE,Thing,2/24/97 (#2656),R4
COOL WHIP,Thing,2/24/97 (#2656),BR
HE LIKES IT HEY MIKEY,Classic TV,3/4/97 (#2662),R1
TALK SHOW HOST ROSIE O'DONNELL,Show Biz,3/4/97 (#2662),R2
SALMON SWIMMING UPSTREAM TO SPAWN,Even,3/4/97 (#2662),R3
NAIL FILE YOUR TAXES,Before &amp; After,3/4/97 (#2662),R4
JURY DUTY,Even,3/4/97 (#2662),BR
WHY DIDN'T I THINK OF THAT,Phrase,3/20/97 (#2674),R1
NEW YORK CITY MAYOR RUDOLPH GIULIANI,Proper Name,3/20/97 (#2674),R2
A CARAFE OF BURGUNDY WINE,Thing,3/20/97 (#2674),R3
SHARON STONE AGE,Before &amp; After,3/20/97 (#2674),R4
WIND-UP TOY,Thing,3/20/97 (#2674),BR
AUTO CLUB SANDWICH,Before &amp; After,3/21/97 (#2675),R1
TIE A YELLOW RIBBON<br/><i>('Round the Old Oak Tree)</i,Next Line Please,3/21/97 (#2675),R2^
MIKE CONNORS AS MANNIX,Classic TV,3/21/97 (#2675),R3
LEATHER-BOUND ORGANIZER,Thing,3/21/97 (#2675),R4
HELIUM,Thing,3/21/97 (#2675),BR
PAT I'D LIKE TO SOLVE THE PUZZLE,Phrase,4/1/97 (#2677),R1
VANNA MAKES HER WHEEL DEBUT,The 80's,4/1/97 (#2677),R2
SUPERCALIFRAGILISTICEXPIALIDOCIOUS<br/><i>(Source: Mary Poppins)</i,Really Long Title,4/1/97 (#2677),R3^
IT'S NOT AS EASY AS IT LOOKS,Phrase,4/1/97 (#2677),R4
TRADING PLACES,Even,4/1/97 (#2677),BR
THOMAS JEFFERSON MEMORIAL,Landmark,4/30/97 (#2698),R1
? THE PUMP ? MINISTER ? INTEREST RATE<br/><i>(Prime)</i,Fill in the Blank,4/30/97 (#2698),R2^
THE OSCAR GOES TO CUBA GOODING JR.,Show Biz,4/30/97 (#2698),R3
WORLD WIDE &amp; SPIDER WEB,Same Name,4/30/97 (#2698),R4
RIBBON,Thing,4/30/97 (#2698),BR
POCKET CHANGE OF HEART,Before &amp; After,5/1/97 (#2699),R1
HITTING THE SNOOZE BUTTON,Even,5/1/97 (#2699),R2
SHALL I COMPARE THEE TO A SUMMER'S DAY,Quotation,5/1/97 (#2699),R3
PASTRY CHEF,Occupation,5/1/97 (#2699),R4
SOFT-SPOKEN,Phrase,5/1/97 (#2699),R5
GOPHER,Thing,5/1/97 (#2699),BR
FIVE-STAR HOTEL,Place,5/2/97 (#2700),R1
GONE WITH THE WIND BY MARGARET MITCHELL,Title/Author,5/2/97 (#2700),R2
JUMBO SHRIMP IN GARLIC BUTTER,Things,5/2/97 (#2700),R3
RANDOM ACTS OF KINDNESS,Events,5/2/97 (#2700),R4
SIDEKICK,Person,5/2/97 (#2700),BR
CONNIE STEVENS &amp; JOELY FISHER,Family,5/5/97 (#2701),R1
CAPITAL CITY OF OHIO<br/><i>(Columbus)</i,Clue,5/5/97 (#2701),R2^
LET ME KISS IT AND MAKE IT BETTER,Phrase,5/5/97 (#2701),R3
PUPPY LOVE BOAT,Before &amp; After,5/5/97 (#2701),R4
MUFFIN,Thing,5/5/97 (#2701),R1
HAVING BREAKFAST IN BED,Even,5/6/97 (#2702),R1
? NATURE ? GOOSE ? -OF-PEARL<br/><i>(Mother)</i,Fill in the Blank,5/6/97 (#2702),R2^
C&amp;H PURE CANE SUGAR FROM HAWAII,Thing,5/6/97 (#2702),R3
IT RUNS IN THE FAMILY,Phrase,5/6/97 (#2702),R4
BUTTON UP,Phrase,5/6/97 (#2702),BR
RISE AND SHINE,Phrase,5/8/97 (#2704),R1
REACH OUT AND TOUCH SOMEONE<br/><i>(AT&amp;T)</i,Slogan,5/8/97 (#2704),R2^
BARBARA BILLINGSLEY AS JUNE CLEAVER,Classic TV,5/8/97 (#2704),R3
KANGAROO'S POUCH,Place,5/8/97 (#2704),R4
EMOTION,Thing,5/8/97 (#2704),BR
FESTIVE ATMOSPHERE,Phrase,6/5/97 (#2724),R1
ANNETTE &amp; THE ORIGINAL MOUSEKETEERS,Classic TV,6/5/97 (#2724),R2
PEPPERIDGE FARM COOKIES,Things,6/5/97 (#2724),R3
WALKING THE DOG GROOMER,Before &amp; After,6/5/97 (#2724),R4
LOOK ALIVE,Phrase,6/5/97 (#2724),BR
GREASE HITS BROADWAY,The 70's,6/6/97 (#2725),R1
I LOVE WHAT YOU DO FOR ME<br/><i>(Toyota)</i,Slogan,6/6/97 (#2725),R2^
LIFESTYLE CONSULTANT MARTHA STEWART,Proper Name,6/6/97 (#2725),R3
JONQUILS MUMS &amp; PANSIES,Things,6/6/97 (#2725),R4
BUBBLES,Things,6/6/97 (#2725),BR
SENATOR JOHN GLENN,Proper Name,9/1/97 (#2731),R1
ROBINSON CRUSOE BY DANIEL DEFOE,Title/Author,9/1/97 (#2731),R2
AN EQUAL-OPPORTUNITY EMPLOYER,Phrase,9/1/97 (#2731),R3
WAFER,Thing,9/1/97 (#2731),BR
MIKE &amp; CHRIS WALLACE,Family,9/2/97 (#2732),R1
IT SUITS YOU TO A T-BONE STEAK,Before &amp; After,9/2/97 (#2732),R2
JAZZ MUSICIANS,People,9/2/97 (#2732),R3
BUYING TIME,Phrase,9/2/97 (#2732),BR
PLAYING CHARADES,Even,9/3/97 (#2733),R1
SHE'S GOT EYES IN THE BACK OF HER HEAD,Phrase,9/3/97 (#2733),R2
FOLK HERO JOHNNY APPLESEED,Proper Name,9/3/97 (#2733),R3
JARGON,Thing,9/3/97 (#2733),BR
CINCINNATI REDS,Proper Name,9/4/97 (#2734),R1
HEIGH-HO HEIGH-HO IT'S HOME FROM WORK WE GO,Quotation,9/4/97 (#2734),R2
COUNTRY SINGER TRAVIS TRITT,Show Biz,9/4/97 (#2734),R3
TEDDY BEAR WITNESS,Before &amp; After,9/4/97 (#2734),R4
CUT IN HALF,Phrase,9/4/97 (#2734),BR
AUNTS UNCLES &amp; COUSINS,People,9/5/97 (#2735),R1
PREVIEWS TUB OF POPCORN ARE THESE SEATS TAKEN<br,(Movie Theater)</i,Where Are We?,9/5/97 (#2735),R2^
IT FILLS MY HEART WITH JOY,Phrase,9/5/97 (#2735),R3
CHILDBIRTH,Even,9/5/97 (#2735),BR
ED &amp; TRIXIE NORTON<br,(Ed's Job: Underground Sewer Worker)</i,Fictional Characters,9/8/97 (#2736),R1^
HUMPTY DUMPTY HAD A GREAT FALL WARDROBE,Before &amp; After,9/8/97 (#2736),R2
PEACHES PLUMS &amp; NECTARINES,Things,9/8/97 (#2736),R3
AN INCREDIBLE COINCIDENCE,Phrase,9/8/97 (#2736),R4
CREAM PUFF,Thing,9/8/97 (#2736),BR
AMUSEMENT-PARK FUN HOUSE,Place,9/9/97 (#2737),R1
BOB NEWHART AS DR. ROBERT HARTLEY,Star &amp; Role,9/9/97 (#2737),R2
KETCHUP MUSTARD &amp; MAYONNAISE,Things,9/9/97 (#2737),R3
SACRIFICE FLY SWATTER,Before &amp; After,9/9/97 (#2737),R4
HIPBONE,Thing,9/9/97 (#2737),BR
ROCK AND ROLL HALL OF FAME,Place,9/10/97 (#2738),R1
ERIC'S SISTER &amp; RICHARD GERE'S PRETTY WOMAN<br,(Julia Roberts)</i,Who Is It?,9/10/97 (#2738),R2^
SILK SLIP OF THE TONGUE,Before &amp; After,9/10/97 (#2738),R3
A CRAVING FOR SWEETS,Thing,9/10/97 (#2738),R4
FILLY,Thing,9/10/97 (#2738),BR
HEY HEY WE'RE THE MONKEES,The 60's,9/11/97 (#2739),R1
ORVILLE &amp; WILBUR WRIGHT'S OHIO HOMETOWN<br,(Dayton)</i,Where Are We?,9/11/97 (#2739),R2^
MAGNIFYING GLASS OF BEER,Before &amp; After,9/11/97 (#2739),R3
BAKE SALE,Even,9/11/97 (#2739),R4
OLIVE,Thing,9/11/97 (#2739),BR
MAPLE &amp; GOLD LEAF,Same Name,9/16/97 (#2742),R1
WHEN THEY MADE YOU THEY BROKE THE MOLD,Phrase,9/16/97 (#2742),R2
WHITE HOUSE PRESS CONFERENCE,Even,9/16/97 (#2742),R3
SUSAN LUCCI AS ERICA KANE,Star &amp; Role,9/16/97 (#2742),R4
WASH YOUR MOUTH OUT WITH SOAP OPERA,Before &amp; After,9/29/97 (#2751),R2
SHE HAS A REAL KNACK FOR IT,Phrase,9/29/97 (#2751),R3
INTERIOR DESIGNER,Occupation,9/29/97 (#2751),R4
CONVENTION CENTER,Place,9/29/97 (#2751),R5
MAGAZINE EDITOR,Occupation,9/29/97 (#2751),R6
WALKING ON AIR,Phrase,9/29/97 (#2751),BR
THE EIFFEL TOWER,Landmark,10/6/97 (#2751),R1
? PAGEANT ? MARK ? IS ONLY SKIN-DEEP<br,(Beauty)</i,Fill in the Blank,10/6/97 (#2751),R2^
IT'LL DO IN A PINCH OF SALT,Before &amp; After,10/6/97 (#2751),R3
BUZZ ME LATER,Phrase,10/4/97 (#2751),R4
SAGITTARIANS,People,10/6/97 (#2751),R5
WE HIT IT OFF,Phrase,10/6/97 (#2751),BR
ROLE MODEL,Person,11/4/97 (#2777),R1
YOU LOOK LIKE A MILLION BUCKS,Phrase,11/4/97 (#2777),R2
MATERNITY DRESS REHEARSAL,Before &amp; After,11/4/97 (#2777),R3
FRENCH ONION SOUP,Thing,11/4/97 (#2777),R4
CLUB SODA,Thing,11/4/97 (#2777),BR
HAMBURGER BUNS OF STEEL,Before &amp; After,11/19/97 (#2788),R1
ROCKY MOUNTAIN NATIONAL PARK,Place,11/19/97 (#2788),R2
DAVID DUCHOVNY IN THE X-FILES,Show Biz,11/19/97 (#2788),R3
HEAD FOOTBALL COACH,Person,11/19/97 (#2788),R4
PERFUME,Thing,11/19/97 (#2788),BR
STEAMBOAT SPRINGS COLORADO,Place,11/20/97 (#2789),R1
ALPHA BETA GAMMA &amp; DELTA<br,(Last Greek Letter: Omega)</i,Things,11/20/97 (#2789),R2^
CATTLE DRIVE-IN MOVIE,Before &amp; After,11/20/97 (#2789),R3
GUEST LECTURER,Person,11/20/97 (#2789),R4
TOUCH BASE,Phrase,11/20/97 (#2789),BR
FLEETWOOD MAC REUNION TOUR,Show Biz,11/21/97 (#2790),R1
NOUNS PRONOUNS ADVERBS &amp; ADJECTIVES,Things,11/21/97 (#2790),R2
PILLOW &amp; SNOWBALL FIGHT,Same Name,11/21/97 (#2790),R3
I'LL NEVER HEAR THE END OF IT,Phrase,11/21/97 (#2790),R4
CHIPS &amp; DIP,Things,11/21/97 (#2790),BR
ROSE PARADE GRAND MARSHAL,Person,12/5/97 (#2800),R1
EVERY TIME A BELL RINGS AN ANGEL GETS HIS WINGS,Quotation,12/5/97 (#2800),R2
CROSS-COUNTRY SKIING,Even,12/5/97 (#2800),R3
FURNITURE SHOWROOM,Place,12/5/97 (#2800),R4
WISH LIST,Thing,12/5/97 (#2800),R5
SNOWFLAKE,Thing,12/5/97 (#2800),BR
LAW &amp; ORDER,Title,12/9/97 (#2802),R1
? DUDS ? THE COW ? OF HUMAN KINDNESS<br,(Milk)</i,Fill in the Blank,12/9/97 (#2802),R2^
BREAKING THE SOUND BARRIER,Even,12/9/97 (#2802),R3
I'VE GOT TO HAND IT TO YOU,Phrase,12/9/97 (#2802),R4
CAMELOT,Fictional Place,12/9/97 (#2802),R5
STEAK FRIES,Things,12/9/97 (#2802),R6
GARAGE,Place,12/9/97 (#2802),BR
TOWER OF LONDON,Landmark,2/18/98 (#2848),R1
THE GLASS SLIPPER FIT HER PERFECTLY<br,(Cinderella)</i,Who Is It?,2/18/98 (#2848),R2^
WINNING A GOLDEN GLOBE AWARD,Show Biz,2/18/98 (#2848),R3
ARABIAN &amp; SEA HORSE,Same Name,2/18/98 (#2848),R4
KETCHUP,Thing,2/18/98 (#2848),BR
WELCOME BACK KOTTER,Classic TV,2/26/98 (#2854),R1
KEEP ME APPRISED OF THE SITUATION,Phrase,2/26/98 (#2854),R2
BOYSENBERRY &amp; ESKIMO PIE,Same Name,2/26/98 (#2854),R3
FELIX THE CAT,Fictional Character,2/26/98 (#2854),R4
HAND GESTURES,Things,2/26/98 (#2854),R5
BAGEL,Thing,2/26/98 (#2854),BR
PITCHING GREAT NOLAN RYAN,Proper Name,5/4/98 (#2896),R1
DONALD DUCK'S THREE NEPHEWS<br,(Huey Dewey &amp; Louie)</i,Who Are They?,5/4/98 (#2896),R2^
MILD MEDIUM OR EXTRA HOT,Phrase,5/4/98 (#2896),R3
THE RIGHT STUFF,Title,5/4/98 (#2896),R4
HANDSHAKE,Thing,5/4/98 (#2896),BR
COCOA BEACH FLORIDA,Place,6/4/98 (#2919)*,R1
BOGEY PUTTER SAND TRAPS<br,(Golf Course)</i,Where Are We?,6/4/98 (#2919)*,R2^
EXCLAMATION POINT ME IN THE RIGHT DIRECTION,Before &amp; After,6/4/98 (#2919)*,R3
HUGE GLASS OF ICED TEA,Thing,6/4/98 (#2919)*,R4
SEA SERPENT,Fictional Character,6/4/98 (#2919)*,R5
OUT AND ABOUT,Phrase,6/4/98 (#2919)*,BR
THE ISLAND OF CAPRI,Place,6/10/98 (#2923),R1
JAMES BOND WAS CREATED BY THIS ENGLISH AUTHOR<br,(Ian Fleming)</i,Who Is It?,6/10/98 (#2923),R2^
MARBLE GRANITE LIMESTONE,Thing,6/10/98 (#2923),R3
LET'S GO OUT WITH A BANG,Phrase,6/10/98 (#2923),R4
COUGAR,Thing,6/10/98 (#2923),BR
IT TOOK MY BREATH AWAY,Phrase,9/7/98 (#2926),R1
LITTLE HOUSE ON THE PRAIRIE,Classic TV,9/7/98 (#2926),R2
SOLID GOLD CHAIN OF EVENTS,Before &amp; After,9/7/98 (#2926),R3
FLIGHT CREW,People,9/7/98 (#2926),BR
CAT GOT YOUR TONGUE DEPRESSOR,Before &amp; After,9/14/98 (#2931),R1
IT'S A BEAUTIFUL DAY IN THIS NEIGHBORHOOD<br/><i>(Mister Rogers)</i,Who Said It?,9/14/98 (#2931),R2^
TUNA &amp; ICE CREAM SANDWICH,Same Name,9/14/98 (#2931),R3
DERMATOLOGIST,Occupation,9/14/98 (#2931),R4
FORK,Thing,9/14/98 (#2931),BR
PREHISTORIC MAN OVERBOARD,Before &amp; After,10/12/98 (#2951),R1
SELF-ADDRESSED STAMPED ENVELOPE,Thing,10/12/98 (#2951),R2
YOU BET YOUR SWEET BIPPY,Classic TV,10/12/98 (#2951),R3
GOLDIE HAWN,Proper Name,10/12/98 (#2951),R3'
I BEFORE E EXCEPT AFTER C,Phrase,10/12/98 (#2951),R4
RAFFLE WINNER,Person,10/12/98 (#2951),R5
HAIRDO,Thing,10/12/98 (#2951),BR
FINE WINE,Rhyme Time,11/12/98 (#2974),R1
HYANNIS PORT IN MASSACHUSETTS,Place,11/12/98 (#2974),R2
THE KENNEDYS,Proper Name,11/12/98 (#2974),R2'
OPPOSITES ATTRACT,Phrase,11/12/98 (#2974),R3
PERSONALIZED STATIONERY,Thing,11/12/98 (#2974),R4
SAXOPHONIST,Person,11/12/98 (#2974),BR
ASPEN COLORADO,Place,12/3/98 (#2989),R1
SKI BOOTS,Things,12/3/98 (#2989),R1'
#### A SPACE ODYSSEY<br/><i>(2001)</i,Fill In the Number,12/3/98 (#2989),R2^
A HORSE IS A HORSE OF COURSE OF COURSE,Classic TV,12/3/98 (#2989),R3
WEB &amp; CONSTRUCTION SITE,Same Name,12/3/98 (#2989),R4
INNKEEPER,Occupation,12/3/98 (#2989),R5
COUNTY FAIR,Even,12/3/98 (#2989),BR
GROCERY &amp; TOP TEN LIST,Same Name,12/11/98 (#2997),R1
JACK AND THE BEANSTALK,Title,12/11/98 (#2997),R2
FEE FI FO FUM,Quotation,12/11/98 (#2997),R2’
SMILE YOU’RE ON CANDID CAMERA,Show Biz,12/11/98 (#2997),R3
TIME IS MONEY TO BURN,Before &amp; After,12/11/98 (#2997),R4
PERFECTIONIST,Person,12/11/98 (#2997),R5
BACON BITS,Things,12/11/98 (#2997),BR
BALLET INSTRUCTOR,Occupation,12/25/98 (#3005),R1
LEOTARD,Thing,12/25/98 (#3005),R1'
SILVER WHITE WINTERS THAT MELT INTO SPRINGS<br/><i>(These Are a Few of My Favorite Things)</i,Next Line Please,12/25/98 (#3005),R2^
THE GHOST OF JACOB MARLEY,Fictional Character,12/25/98 (#3005),R3
SNEAK PEEK,Rhyme Time,12/25/98 (#3005),R4
NIGHTFALL,Even,12/25/98 (#3005),BR
KIEFER &amp; DONALD SUTHERLAND,Family,1/18/99 (#3021),R1
TO BE OR NOT TO BE THAT IS THE QUESTION,Quotation,1/18/99 (#3021),R2
HAMLET,Fictional Character,1/18/99 (#3021),R2’
BLACK BACKPACK,Rhyme Time,1/18/99 (#3021),R3
RETAIL STORE MANAGER,Occupation,1/18/99 (#3021),R4
NO U-TURN,Phrase,1/18/99 (#3021),R5
PHARMACY,Place,1/18/99 (#3021),BR
LET FREEDOM RING,Quotation,5/3/99 (#3096),R1
LIBERTY BELL,Thing,5/3/99 (#3096),R1'
SET THE RECORD STRAIGHT,Before &amp; After,5/3/99 (#3096),R2
A VIVACIOUS PERSONALITY,Thing,5/3/99 (#3096),R3
WINE AND DINE,Rhyme Time,5/3/99 (#3096),R4
HARBOR,Place,5/3/99 (#3096),BR
TAILOR,Occupation,5/4/99 (#3097),R1
LET IT OUT,Phrase,5/4/99 (#3097),R1'
JOHN TRAVOLTA AS VINNIE BARBARINO<br/><i>(Name of Vinnie's Group: The Sweathogs)</i,Classic TV,5/4/99 (#3097),R2^
LOADING &amp; STRIKE ZONE,Same Name,5/4/99 (#3097),R3
FIGURE SKATER,Person,5/4/99 (#3097),R4
TAKE YOUR TIME,Phrase,5/4/99 (#3097),R5
SOAPSUDS,Things,5/4/99 (#3097),BR
HAPPY MOTHER'S DAY,Phrase,5/5/99 (#3098),R1
CARNATIONS,Things,5/5/99 (#3098),R1'
THREE FOUR SHUT THE DOOR<br/><i>(Five Six Pick Up Sticks)</i,Next Line Please,5/5/99 (#3098),R2^
PARK REVERSE NEUTRAL &amp; DRIVE,Things,5/5/99 (#3098),R3
CURLING &amp; STEAM IRON,Same Name,5/5/99 (#3098),R4
GRAB A BITE,Phrase,5/5/99 (#3098),BR
DAISY DUCK,Fictional Character,5/6/99 (#3099),R1
BENJAMIN FRANKLIN'S FAMOUS KITE EXPERIMENT,Even,5/6/99 (#3099),R2
LIGHTNING,Thing,5/6/99 (#3099),R2'
TRUE OR FALSE TEETH,Before &amp; After,5/6/99 (#3099),R3
CONVENIENT LOCATION,Place,5/6/99 (#3099),R4
PEA PODS,Things,5/6/99 (#3099),R5
VIRGOS,People,5/6/99 (#3099),BR
